1.181384240641585315e+00,-9.335845884007364148e+00,4.015417446412938851e+00,1.471019114805862316e+01,-4.450077246291122890e+00,-2.819821205203096426e+00,-3.658728875750471676e+00,-1.663764402753063754e-01
-9.396433070430770584e+00,3.736758847562918096e+00,-2.659264194525654545e+00,4.542396918434176145e-01,-6.915898282796004715e-01,1.525733652880773283e-01,6.036298370473820452e-01,-1.137065579115350333e+00
1.035935912690483107e+01,1.444401799933420349e+01,2.893770759254411296e+00,9.693664653246061857e-02,3.914600307846673177e-02,-2.264060940209277062e-01,9.287168863310682476e-02,-5.190183738631666543e-02
-9.151553560439376511e+00,-2.811679600630144549e+00,-1.951843942976142499e+00,-3.561128145012471546e-01,1.739728404750271240e+00,-5.062105181482259297e-01,-1.206605914178108113e-01,1.461158425083747936e+00
1.066558116199325745e+01,1.463962774166070524e+01,2.790162431618166572e+00,-1.474264564964534729e-01,1.324518456757619866e-01,-3.962902973095930870e-01,-6.354237972938796275e-02,3.071416762731465355e-01
1.566653744888469291e+01,1.848651229993646838e+00,4.086756794216777483e-02,4.036043644250913477e-03,-6.098123005583622191e-01,-7.030308469012304384e-02,-1.685154048303353913e-01,5.693768064457190858e-01
4.108741077872294589e+00,-5.486670098312295352e+00,-7.819981485193379989e+00,4.907355774703521689e+00,1.219010930039309848e+01,-1.323512302606848934e+00,2.048650842612014245e+00,-8.944345574923394659e-01
-1.260250526469128829e+01,-1.886495111513764256e+00,6.218065469711288040e-01,-3.122089734991063903e+00,6.879335151730728848e-01,-1.032176211200428684e+00,-2.464885879595425155e+00,2.134192977065914931e+00
-1.105782154733010003e+01,1.584491280047400474e+00,-3.154518276925973197e+00,1.656179354265722159e-01,-6.742451852801351064e-01,2.137542535910020094e-02,3.658253913429779236e-01,-1.115180879953513671e+00
-9.421564954314714413e+00,3.696766252686129572e+00,-2.538840374077147910e+00,4.312193425941130420e-01,-6.723213283987750088e-01,2.378174468685146925e-01,5.481583811477882540e-01,-1.250486685950386034e+00
1.245950023146360408e+01,-1.203954229844349832e+01,-2.040275223404766525e+00,-1.395614915964944247e+00,-7.292182941469725899e-01,-4.912488316678038092e-01,4.011230285056832656e-02,-1.792967124812825108e-01
-1.136398791549038201e+01,1.577895894797335108e-01,-2.493046359666661438e+00,-2.642877755029637843e-01,-7.154658264816525504e-02,1.342649879996357376e-01,-3.768082289802717200e-01,8.406332768771122010e-01
-1.089687695140205470e+01,3.436751849884922549e-01,-2.873397429472484887e+00,1.675466819743011990e-03,-3.036782949326910508e-02,7.265076367814121694e-02,5.944207552315640408e-02,5.874888698760168809e-02
-9.543612256359779167e+00,3.576532828068302194e+00,-2.566816568572431123e+00,2.999936134279247990e-01,-5.786957977183402324e-01,9.510964176691313887e-02,5.309801343473640189e-01,-1.332609946475891594e+00
1.237018277583021941e+01,-1.206562429327887109e+01,-1.974471388565655738e+00,-9.169420197488648006e-01,-6.087122199367427378e-01,-6.211738682891928542e-01,-1.211391473818624297e-02,4.597956473871783051e-02
6.338051311501711638e+00,1.179368010135106104e+01,5.860970575782927794e-01,-3.759205228711414382e+00,-1.929139907565497802e+00,-5.969086325556118844e+00,-1.419061956231243427e+00,8.882469983449979845e-01
-1.128333640588251008e+01,1.422136787510134281e-01,-2.569222395721439067e+00,-1.597464767318442502e-01,8.128147392513959679e-02,1.844964693087889351e-01,-3.239687713447610973e-01,6.841203397316144574e-01
