-4.183260369811387491e+00,2.293886281852630216e+00,-1.917192500946955924e+00,-8.829410428672325173e-01,-1.686283637773788036e-01,2.626171307866004834e-01,1.077808635559438649e-01,3.822784715063795025e-01
-4.155491734802457593e+00,1.964021854601639694e+00,-1.196102133276126134e+00,-1.001864886757874551e+00,2.734185651855536303e-01,4.870199621951041835e-01,-5.760919246900132740e-02,-1.291304650011980935e-02
-5.072459791550147479e+00,-7.273884480959474930e-01,-1.013703455507861451e+00,1.449948164012339058e+00,3.231478421893559019e-03,5.280020257196800237e-01,-5.417594265159905165e-01,1.329174194242643825e-01
9.457631712872084373e-01,-3.622827957267237498e+00,-1.633053476161788531e+00,2.019828601086798070e+00,3.635718838983562629e-01,-3.269295740029056624e-02,2.037713333301943153e-01,-3.693114848642704562e-01
-4.167275859207581590e+00,-4.056777632717652793e+00,8.805657084671961954e+00,-7.176475081685472768e-01,4.627036245763480049e-03,-4.054241672038858546e-01,7.403219738579375209e-02,-1.227482975980979420e-02
-5.029158759309434679e+00,-1.128390995960979470e-01,-1.206413718443915428e+00,1.253289958031377660e+00,-8.108073014363461617e-01,-6.150072769115356996e-02,-5.519988470977828243e-02,3.836432712623824570e-01
5.663736832206013538e+00,-5.945517273765407396e+00,-9.608638200770879267e-01,-2.465531368480802232e-01,-2.142492114497104583e-01,-2.574067289165567485e-01,-1.446143560636287961e-01,5.766037811003968949e-01
-5.020632229283386039e+00,-3.762202629131702336e-01,-8.370218439689226519e-01,1.255844982248342179e+00,-2.670625055333119557e-01,-3.220071603252908088e-01,-5.707692789896773311e-02,-5.839074727194812908e-01
5.088499749063539745e+00,7.178056927663269526e+00,1.111797566290283923e+00,-1.024284368722832295e-01,-1.119916149964349412e-02,-1.152863553235269033e-02,-9.918895406482119981e-02,8.556899896741415601e-02
5.753038600545266945e+00,-5.465693143354842576e+00,-1.490480490813615777e+00,-5.459049797623486411e-01,4.143389243594655658e-02,2.978733786040258513e-01,-3.323571696521629426e-01,7.795150588435068029e-02
3.659689988614844847e+00,1.296330791135645866e+00,5.847337362983763276e-01,3.101638519754419399e-01,-1.072399132076526720e-02,1.312992901488082842e-01,2.956055817019843102e-01,-1.224982445404206449e-01
-4.326065262789989596e+00,1.647763605600963022e+00,-1.106402355017366057e+00,-1.190898748717156064e+00,1.912919513310613537e-02,-1.713574170690825849e-01,-8.581434820449768131e-02,9.824741529163096010e-02
-4.689765594796151404e+00,6.647947855095232006e-01,-1.994935579226415179e+00,-6.943053087459366557e-01,6.793149639818489571e-02,1.732439818873773019e-01,-3.115940232560145962e-01,2.366868150671446458e-01
-4.650567221329442447e+00,5.332444017325936869e-01,-2.334307535547050616e+00,-1.221014833370856589e+00,4.444075420032113088e-01,-3.487929957449147911e-01,-1.211434872746297272e-03,-1.672532892717265018e-01
-1.606072323392950807e+00,-3.382840382776471699e+00,4.748319687045266413e+00,4.476798485035070330e-02,-7.164616694047283574e-02,-9.999625888550980890e-03,8.333616263520877976e-02,-1.299561777152660746e-01
-5.118915973447279555e+00,5.161290776699978267e-01,-1.545484006421604217e+00,4.986918616893437073e-01,9.374732588547814160e-02,4.954944369431579787e-01,9.396242079030053818e-02,-9.817249634175698181e-02
-4.793579161813720901e+00,8.638038808423006421e-01,-1.845231760915140296e+00,-7.747251948687998713e-01,4.483427334343992876e-01,-1.059380346720236316e-01,5.815076694989081973e-01,1.123148922141365691e-01
5.031187547539162530e+00,6.498275478249593284e+00,1.610979779096983977e+00,-1.210583509661200194e-02,4.708596900766738869e-01,9.719126512063276380e-01,-1.639283004472149863e-01,5.529387349891538017e-01
-3.585363761924320158e+00,-6.347269765052266699e+00,9.528800948873346499e+00,-9.100672137446583765e-01,-3.549433303688944719e-01,1.934278787488595830e-01,7.491570109059553229e-02,-7.028620849422380357e-02
5.536473239010635261e+00,-5.925780890835864234e+00,-9.850718512372746982e-01,-5.918705842177413023e-01,3.321204134885421544e-01,-1.947769073357573100e-01,4.138944414446938391e-01,2.044244654687519813e-01
-5.344242854599347226e+00,1.408386355435505277e-01,-1.327568722164963688e+00,8.983740222079188154e-02,-1.824194631926621124e-01,9.459077517195206564e-02,5.038626264479936084e-02,2.386468868678498223e-01
5.045790348317106933e+00,7.351197721103451599e+00,1.130690606215947858e+00,2.040912546391902560e-01,-1.750400777528055007e-01,-1.399688289567383448e-01,1.273076696483778081e-01,4.473708255290235747e-01
5.107949740500393965e+00,6.699062953144022003e+00,1.273430567268852842e+00,2.966958671312890372e-01,-3.993153556129842019e-01,3.637765822678632605e-02,4.002355678705097342e-01,-1.618330144864622011e-01
-3.193358119884458279e+00,-4.017492296060773072e+00,7.555353195130167343e+00,-7.169612444622381897e-01,-3.176955021391718315e-02,-1.428467173051647388e-01,7.256935785932315530e-02,-1.430032273391716562e-02
-4.829907014425260492e+00,-3.915093607998411107e-01,-1.339557929821489912e+00,1.618856134582879358e+00,-4.642514995271564415e-01,-9.140839873274275718e-02,-2.013842111173774069e-02,2.347459674692476683e-01
5.266489793384709017e+00,6.255451384443492024e+00,1.526075404744319908e+00,8.295825131789678897e-02,-5.263780376525530880e-01,-7.673086070284636240e-02,-2.686788413816548204e-01,-2.785830490273495386e-01
